,title,content
1556, خامخواری، فلسفه تغذیه و تندرستی, کتاب خامخواری آرشاویر دِر آوانسیان که حدوداً نیم قرن پیش نوشته شده است، کتابی بس گرانبها و ارزشمند است. با مطالعه کتاب و عمل به دستورات آن می توانید سلامتی خود را بدون استفاده از داروهای شیمیایی و قرص و … تضمین کرده و اگر دچار بیماری (حتی از دید علم پزشکی لاعلاج!) هستید، به راحتی آن را درمان کنید. فایل pdf این کتاب به صورت اسکن شده قبلاً در اینترنت موجود بود، اما کیفیت چندان مناسبی نداشت. در سال ۸۵ نیز این کتاب توسط انتشارات نسل ثالث مجدداً چاپ شد اما تقریباً نیمی از کتاب که شامل نامه های تشکر و سپاس گذاری بیماران معالجه شده با خامخواری بود در چاپ جدید وجود نداشت لذا من مجددا این کتاب را به صورت کامل تایپ کردم و فایل pdf آن را از طریق اینترنت در اختیار عموم قرار دادم. امیدوارم این کار کوچک مورد پسند و استفاده خوانندگان علاقه مند قرار گیرد. 
1557, فارسنامه ابن بلخی, فارس‌نامه کتابی‌است پیرامون تاریخ و جغرافیای پارس که در دههٔ نخست قرن ششم هجری قمری نوشته شده‌است. نام نویسندهٔ کتاب مشخّص نیست، ولی نویسنده خود در دیباچهٔ کتاب نسب نیایش را از بلخ و خویشتن را زاده و پرورده در پارس ذکر می‌کند. از این رو معمولاً از وی با نام ابن بلخی یاد می‌شود. بخش جغرافیای فارس‌نامه به خاطر اطلاعات بدیعی که در آن یافت می‌شود نزد پژوهشگران بسیار ارزشمند است، بخش تاریخ کتاب عمدتاً منطبق با تواریخ پیشین یا حتی مأخوذ از آنهاست، گرچه گاه اطلاعات اضافه‌ای هم در آن یافت می‌شود. بخش تاریخ این اهمیت را می‌دارد که نخستین تألیف (در مقابل ترجمه) پیرامون تاریخ ایران به زبان فارسی است که به دست ما رسیده‌است.
1558, چگونه یک مصاحبه شغلی تاثیرگذار و موفق داشته باشیم؟, این کتاب برای کسانی نیست که مصاحبه شغلی را یک مسئله کم اهمیت و صوری تصور میکنند و فکر می‌کنند فقط از طریق پارتی بازی می توان در جایی استخدام شد و یا اصلاً استخدام شدن یا نشدن برایشان فرقی ندارد!!  این کتاب برای کسانی تهیه شده است که به استخدام شدن فکر میکنند و احتیاج مبرم به آن دارند و هر مصاحبه شغلی برایشان در حکم یک فرصت بزرگ است که بتوانند زندگی و درآمدزایی خود را متحول کنند.بنابراین اگر شما هم نیاز مبرم به استخدام شدن دارید و می‌خواهید از پس مصاحبه های شغلی و استخدامی بر بیایید مطالب این کتاب را به دقت بخوانید و آنها را بکارگیرید … در این کتاب با مطالب مفیدی آشنا خواهید شد ، پس اگر به دنبال استخدام شدن هستید حتماً این کتاب را بخوانید.
1559, قورباغه‌ات را ببوس, همانطور که ویلیام شکسپیر می‌گوید: “هیچ چیزی وجود ندارد، تنها فکر است که آن را به وجود می‌آورد.” شما اینجا، روی این کره خاکی هستید تا کاری خارق‌العاده با زندگیتان انجام دهید، تا خوشحالی و لذت، ارتباطات عالی، سلامتی در سطح خوب، موفقیت کامل و رضایت کامل را تجربه کنید. پس، چه چیزی مانع شما می‌شود؟ چرا هم اکنون زندگی رویایی‌تان را ندارید؟ چه چیزی مانع شما می‌شود؟ اگر می‌خواهید دلیل شادی یا ناراحتی، موفقیت یا عدم موفقیت، پیروزی یا شکست خود را بدانید، بروید و به نزدیکترین آینه نگاه کنید. جواب آنجاست. کیفیت تفکراتتان درباره‌ی کسی که در آینه می‌بینید به طور گسترده‌ای کیفیت زندگیتان را تعیین می‌کند. اگر دیدگاهتان را نسبت به خودتان تغییر دهید، زندگیتان را به سرعت تغییر می‌دهید.
1560, دون ژوان یا ضیافت سنگ, دون جووانی (یا دون جیووانی) اپرایی در دو پرده با آهنگسازی موتسارت می‌باشد که اپرا نامه آن توسط لرنزو دا پونته نوشته شده است. داستان این اپرا بر اساس شخصیت افسانه‌ایی دن خوان (یا دون ژوان) شکل گرفته که فردی بی بند و بار و اغواگر زنان می‌باشد. این اپرا نخستین بار در تاریخ ۲۹ اکتبر ۱۷۸۷، توسط اپرای ایتالیایی پراگ در خانه نمایش پراگ (Teatro di Praga با نام فعلی Estates Theatre) به روی صحنه رفت. اپرا نامه دا پونته به مانند بسیاری از آثار آن زمان، بصورت نمایشی دراماتیک و سرگرم کننده – همراه با بازیها و گفتارهای گاه شوخی و گاه جدی – رده بندی شد. موتسارت نیز آنرا در لیست اپرا بوفا‌های خود قرار داد. اپرای دون جووانی هم اکنون در بین اپراهایی که بیشترین اجرا را در سراسر دنیا داشته‌اند، رتبه دهم را به خود اختصاص داده و نکات و پیامهای پر باری را برای فلاسفه و نویسندگان به ارمغان آورده است.
1561, خاطرات یک رئیس جمهور,نویسنده در کتاب حاضر تلاش کرده نظام و روش حکومت آرمانی و دست یافتنی مورد نظر خود را ترسیم نماید که به‌ زعم خود نسبت به مراحل اولیه انقلاب از آن فاصله گرفته است .هدف نویسنده تبیین راه کارهای مواجهه و بیرون رفت از مشکلات و معضلات دامنگیر و استمرار نظام جمهوری اسلامی است .کتاب در قالب ‘خاطرات یک رئیس جمهور ‘نگارش یافته و در تحریر آن نویسنده با استفاده از تجربیات واقعی خود برداشتی آزاد از سیره عملی و حکومتی ‘شهید رجایی ‘به دست داده است .لازم به ذکر است که زمان آرمانی مورد نظر نگارنده مربوط به ده سال آینده است .
1562, سنجه های زیبایی شناسی و داوری سلیقه, زیبایی‌شناسی یکی از رشته‌های فلسفه است که به عنوان نظریهٔ تأمل در داوریهای زیبایی‌شناختی تعریف می‌شود. زیبایی‌ شناسی، قابلیتی است برای درک بهتر اجسام و باعث تغییر در نگرش می‌گردد. هدف زیباشناسی این است که چگونگی محیط اطراف و جایگاه شخص در محیط اطراف را به معنای واقعی درک کند. همان نقشی که عقل در علم اخلاق دارد، ذوق و سلیقه در علم زیبایی‌شناسی ایفا می‌کند. تجربه زیبا شناختی تجربه‌ای خوشایند و مطلوب است که به زندگی ارزش و معنا می‌بخشد. این تجربه مبتنی بر تعمقی نشأت گرفته از درون موجود زنده است که سبب می‌شود او محیطش را بهتر درک کرد؛ تجربه‌ای که در بین همه مردم و در هر زمانی مستلزم تمرکز بر برخی از جنبه‌های محیط اطراف است. بیرکهوف معتقد است که چیزی زیباست که با کمترین علامات ممکن، بیشترین نظم ممکن را عرضه کند؛ اما زیبایی تنها از طریق نظم و قاعده به دست نمی‌آید، بلکه نتیجه دو صفت متضاد است که هر دو به یک اندازه ضروری هستند. هنر موفق، هنری است که مکالمهای دوجانبه با ذهن به وجود آورد، چالش‌های ذهنی به وجود آورد و بازتاب‌هایی ایجاد کند. این رابطه معمولاً از تجزیه و تحلیل ناکامل نیروهای موثر، حاصل می‌شود. ترکیبی که کاملاً هماهنگ و وحدت یافته باشد، ترکیبی خسته کننده خواهد بود. هنرمند موفق کسی است که احساس نظم و وابستگی را القا کند و در همان حال چیزهای غیر منتظره را در اثر خود وارد سازد.
1563, نگهداری و پرورش حیوانات اهلی,کتاب حاضر که تحت عنوان نگهداری و پرورش حیوانات اهلی در اختیار شما قرار دارد، راهنمایی برای مزرعه داران ، روستاییان و علاقمندان به حیوانات اهلی است. بنابراین محوریت این کتاب تولید انبوه یا صادارات انبوه دام و طیور نیست، بلکه هدف آن پرورش حیوانات اهلی در مقیاس کوچک و متوسط و همچنین ترویج پرورش اصولی حیوانات اهلی برای مزرعه داران است. نگهداری و پرورش اصولی به معنای کاهش تلفات ، افزایش راندمان ، افزایش سطح سلامت دام و طیور ، و به طور کلی داشتن حیوانات اهلی سالم و در نهایت تولیدات دامی سالم است. در نگارش این کتاب سعی بر این بوده که حجم قابل توجهی از اطلاعات کاربردی و مهم ، به صورت خلاصه و قابل فهم در اختیار علاقمندان قرار گیرد. طبقه بندی مطالب و فهرست نویسی آن بر اساس سبک شخصی نویسنده است و تا حدودی از سبک ها و متد های رایج بهره گرفته شده است. همچنین تایپ، صفحه بندی ، طراحی جلد و ویرایش اثر توسط مؤلف انجام گرفته است. تعدادی از تصاویر نیز توسط مؤلف عکسبرداری شده اند و بقیه ی عکس ها به دلیل کمبود وقت از منابع مختلف اقتباس شده اند. این کتاب در حال حاضر صرفاً جهت انتشار در فضای مجازی تهیه شده و امکان چاپ آن وجود ندارد.
1564, دانستنیهای فیزیک و کامپیوتر جلد سوم, این کتاب مجموعه ای از دانستنیهای مربوط به دانش فیزیک، و کامپیوتر است. بعضی از آنها از سایتهای علمی درج شده در کتاب برداشته شده است ولی منبع بعضی از مطالب خود نویسنده است. در این مجموعه وقتی نوشته شده “در اینجا نظریه ای جدید ارائه شده است” نشان می دهد که نویسنده آن را نوشته و از منبع دیگری استفاده نکرده است. ولی وقتی نوشته شده است”رجوع کنید” آنرا از سایتی برداشته و ویرایش کرده و در داخل مجموعه قرار داده است. امید است مورد استفاده علمی شما قرار گیرد. این کتاب قسمت سوم کتابهای پیشین است. بعضی از مطالب آن که نوشته خودم هستم ممکن است قبل از این کتاب منتشر شود. بنابر این ممکن است بعضی مطالب آن در زمان انتشار تکراری باشد. مطالب جالبی از نویسنده های مختلف در آن پیدا خواهید کرد.
1565, هانی پات و هانی نت,Honeypot ها یک تکنولوژی تقریبا جدید و شدیداً پویا هستند. همین ماهیت پویا باعث می شود که به راحتی نتوان آنها را تعریف کرد. Honeypot ها به خودی خود یک راه حل به شمار نرفته و هیچ مشکل امنیتی خاصی را حل نمی کنند، بلکه ابزارهای بسیار انعطاف پذیری هستند که کارهای مختلفی برای امنیت اطلاعات انجام می دهند و تأثیر شگرفی بر امنیت سازمان می گذارند. فهرست مطالب کتاب عبارتند از : هانی پات چیست؟ – انواع هانی پات – کاربرد های هانی پات – مکانیزم های جمع آوری اطلاعات در هانی پات ها – مکانیزم های تحلیل اطلاعات در هانی پات ها – گام های راه اندازی و به کارگیری یک هانی پات – و در نهایت آیا هانی پات ها و هانی نت ها مفید هستند؟
1566, یک کتاب زنانه,اگر توانائی تغییر دیدگاه و نگاه خود را ندارید، اگر نمی‌توانید با خیلی از حقایق روبرو شده و آنها قبول کرده و یا درک نمائید، به مطالعه این کتاب نپردازید! زیرا خواندن این کتاب به درد شما نخواهد خورد! این یک کتاب زنانه است و در مورد حقایق و رایج‌ترین رفتارهای اشتباه در بین دختران و زنان حرف می‌زند و حرفهایش برای خوشایند کسی نیست!!!
1567, و این است فواید نمک ید دار !, آخرین شماره از مجموعه ی ۹ جلدی (مقالات طنز اما جدی! ) در مورد مضرات نمکهای بظاهر سالمی که مصرف میکنیم! …. نکته : با اینکه سعی شده این مقاله بصورت طنز نوشته شود لیکن تمامی آن براساس مقالات معتبر پزشکی نوشته شده . بنابراین توصیه ها ، آمارها و دستورالعملهای این مقاله کاملا جدی و واقعی است!
1568, آموزش عکاسی فوق پیشرفته,کار با فرمت RAW در عکاسی دیجیتال، دیر یا زود برای تمام کسانی که به طور جدی به این مقوله می اندیشند، لازم و ضروری است. شاید بتوان روند کاری RAW را معادل فرآیندهایی دانست که عکاسان در گذشته (و حال) در تاریکخانه انجام می‌دادند: آنها هیچ گاه سرنوشت فیلمهای خود را به دیگران نمی‌سپردند بلکه خود بر تمام مراحل ظهور مسلط بوده و آنرا طبق میل خود انجام می‌دادند. مصمم هستیم در سلسله مقالاتی، به موضوع روند کاری پردازش عکسهای دیجیتال در فرمت RAW بپردازیم. اگر دوربینتان قادر به ذخیره عکس با این فرمت می‌باشد و تاکنون به آن توجه نداشته اید، مطمئنا با خواندن این سری مقالات خود را ملزم به تغییر روش کاری خود خواهید دید. اگر قبلا با این روش عکسهای دیجیتال خود را پردازش می‌کردید، بازهم احتمالا مطالب جدیدی در این سری مقالات خواهید آموخت که کار با فایلهای RAW را برای شما جذابتر و بهتر خواهد کرد. و اگر دوربینتان امکان خروجی RAW را ندارد، ممکن است با خواندن این سری مقالات به فکر تهیه دوربین جدیدی بیافتید!
1569, دفاعیات دکتر مصدق در دادگاه نظامی,محمد مصدق را پس از کودتای ۲۸ مرداد در دادگاه نظامی محاکمه و با توجه به تبرئه او از اتهامات اصلی چون «تلاش برای برهم زدن اساس سلطنت» و «کودتا علیه قانون اساسی» به سه سال حبس مجرد (انفرادی) محکوم شد. استدلال او در نفی صلاحیت دادگاه این بود که دیوان عالی حق محاکمه نخست وزیر را دارد و دادگاه نظامی، صالح نیست و او همچنان نخست وزیر قانونی کشور است. استدلال دادستان نیز این بود که دکتر مصدق در پی دریافت فرمان عزل پادشاه از روز ۲۵ مرداد تا روز ۲۸ مرداد نخست وزیر نبوده‌است و این دادگاه به اتهامات او پس از برکناری از نخست وزیری یعنی تمرد از فرمان پادشاه رسیدگی می‌کند. پاسخ مصدق نیز آن بود که چون فرمان پادشاه را در نیمه شب و با یک دستهٔ مسلح آورده بودند گمان بر جعلی بودن آن داده و از این نظر او متمرد نیست. او هم در دفاعیه در دادگاه و هم در خاطراتش می‌نویسد که اگرچه بنابر روح قانون اساسی مشروطه، پادشاه حق عزل و نصب وزیران را ندارد ولی اگر در روز و ساعات اداری فرمان را می‌آوردند، آنرا می‌پذیرفت.
1570, نقد و بررسی متن توافقنامه ژنو," بعد از گذشت حدوداً ۱۰ سال از شروع مذاکرات هسته ای و سلها بحث و گفتگو پیرامون رسیدن به راه حلی جامع و مورد توافق طرفین، بالاخره در ۳ آذر ۱۳۹۲ مطابق با ۲۴ November , 2013 قراردادی به عنوان ( Joint Plan of Action ) یا هان «برنامه اقدام مشترک » بین کشورهای ۱+ ۵ و جمهوری اسامی ایران منعقد گردید. در واقع در طی این سالها همه تلاش و کوشش تیم های دیپلماسی طرفین برای رسیدن به یک چهارچوب مورد توافق طرفین بود تا مبنای اقدامات آینده قرار گیرد. این مهم در این قرارداد به وقوع پیوست و واضح است که زین پس دیگر بحثی پیرامون چهارچوب همکاری به وقوع نمی پیوندد بلکه گفتگوهای بعدی برای تبیین را هکارهای عملیاتی کردن این توافق صورت می پذیرد. از این روست که محتوای این توافق بسیار مهم و اثرگذار است. این توافق مانند ریلی عمل می کند که مسیر آینده قطار مذاکرات را مشخص مینماید."
1571, نجوم برای همه, کتاب نجوم برای همه تالیف ماکسول راید و ترجمه حسینعلی رزم آرا مجموعه ای از مفاهیم مهم و اساسی علم نجوم است که با بیانی ساده و قابل فهم برای مخاطبان علاقه مند به نجوم با هر سطحی از معلومات ارائه شده است. اگر به نجوم علاقه دارید و یا به تازگی پا به این عرصه گذاشته اید، این کتاب میتواند شما را با دنیای شگفت انگیز نجوم آشنا کند. البته توجه داشته باشید که این کتاب در سال ۱۳۳۵ خورشیدی تالیف و چاپ شده بود لذا مطالب آن نیز مربوط به دانسته های بشر در همان دوره است.
1572, حشره خواری, امروزه به دلیل کمبود منابع غذایی در ۱۱۳ کشور جهان از حشرات به عنوان غذا استفاده میشود. به استفاده انسان از حشرات به عنوان غذا حشره خواری یا entomophagy گویند. ضمن اینکه از لحاظ تراکم مواد مغذی در هر گرم، ارزش غذایی حشرات به مراتب بهتر از گوشت گاو یا حتی ماهی می باشند. کمتر از یک پنجم انرژی مصرفی و تنها یک سوم از پروتئین روزانه مورد نیاز بشر در حال حاضر از گوشت تامین می شود.
1573, چالشهای پیش روی نظریه تکامل,میزان حمایت از نظریه تکاملی موضوعی است که به طور متناوب در مناظرات بین نظریه آفرینش و نظریه تکامل و همچنین در بحثهای دینی و فلسفی و علمی و آموزشی مطرح می‌شود. این موضوع معمولاً در آمریکا در جریان است با این حال در سایر کشورها نیز موضوع مهمی است. چرا که آفرینش گرایان طرفدار این هستند که نظریه آفرینش را به عنوان جایگزینی برای نظریه تکامل در مدارس تدریس کنند. و یا می‌خواهند نشان دهند که نظریه تکامل یک نظریه علمی کامل و کافی نیست.
1574, خون و شرف,پروسپه مریمه نویسنده، مورخ و باستان‌شناس قرن نوزدهم میلادی اهل فرانسه است. در ۲۸ سپتامبر ۱۸۰۳ در پاریس متولد گردید. پدرش “ژان فرانسوا مریمه” معلم مدرسه هنرهای زیبا بود و مادرش نیز در هنر نقاشی دست داشت. او ابتدا بر اثر تعلیمات پدر و مادرش به پیشرفت های زیادی نائل آمد و زبان های انگلیسی و اسپانیولی را به خوبی فرا گرفت پروسپر از اتمام مدرسه حقوق به اسپانیا سفر کرد مشاهده آثار تاریخی و اخلاق و ظواهر مردم این کشور در روحیه وی تاثیری عمیق به جای گذاشت و به همین جهت در اغلب داستان های او قهرمان و شخصیت های اصلی از اهالی اسپانیا می باشد. پروسپر مدتی نیز در سالن های ادبی فرانسه که گروهی از نویسندگان معروف آن زمان مانند شارل-آگوستن سنت-بوو و مادام روکامیه در آن شرکت داشتند رفت و آمد کرد و بعدا فعالیت های سیاسی خود را آغاز نمود که نتیجه اش رسیدن به نمایندگی مجلس فراماسونری بود او در ۲۳ سپتامبر ۱۸۷۰ در سن ۶۶ در شهر کن بدرود حیات گفت
1575, تاریخ دوهزار و پانصد ساله ایران – جلد اول, این کتاب یکی از قدیمی ترین کتابهای چاپ شده در زمینه تاریخ بوده که در سال ۱۳۴۳ چاپ و منتشر شده است. در جلد اول کتاب تاریخ دوهزار و پانصد ساله ایران به بررسی مسائل سیاسی و تاریخی ایران باستان در دوره مادها، هخامنشیان، اشکانیان، ساسانیان، ایران پس از اسلام تا دوره عباسیان پرداخته شده.
1576, سفر به ولایت عزرائیل, جلال آل احمد در سفر به سرزمین فلسطین که خود از آن به عنوان ” سفر به ولایت عزرائیل” یاد می کند ، اسرائیل را فرصتی می داند برای حکومت های بی قانون عهد دقیانوسی اعراب… جلال آل احمد در کتاب اش چنین می نویسد: حکومت یهود در آن سرزمین فلسطین نوعی ولایت است و نه دولت. حکومت اولیاء جدید بنی اسرائیل است بر ارض موعد، در سرزمینی نه چندان فراخوانده و موعود و به جبر زمانه یا التزام سیاست یا روشن بینی اولیاء…
1577, مجموعه بهترین اشعار ویکتور هوگو, ویکتور ماری هوگو بزرگ‌ترین شاعر سده نوزدهم فرانسه و شاید بزرگترین شاعر در گستره ادبیات فرانسه و نیز داستان‌نویس، درام‌نویس و بنیانگذار مکتب رومانتیسم است. آثار او به بسیاری از اندیشه‌های سیاسی و هنری رایج در زمان خویش اشاره دارد که از برجسته‌ترین آنها می‌توان به بینوایان، گوژپشت نتردام، مردی که می خندد و شمار زیادی مجموعه شعر اشاره کرد. وی هم‌چنین چندین نمایش‌نامه نوشته‌است.
1578, سالمتر زندگی کنیم,سالمتر زندگی کنیم از انتشارات دفتر سازمان بهداشت جهانی برای قاره آمریکا نوشته دکتر دوید جنکیز حاوی دیدگاه های نسبتا جدیدتری در زمینه مداخله ای برای برخورد با بیماری ها و ناتوانی ها است. نویسنده که از استاندان صاحب نام اپیدمیولوژی و روانپزشکی بوده و در کارنامه حرفه ای او خدمات چشمگیری در زمینه پیشگیری از بیماری ها و پزشکی اجتماعی در کشورهای در حال توسعه به خصوص کشورهای آمریکای مرکزی و جنوبی به ثبت رسیده به آموزش برای تغییر رفتار و شیوه زندگی به منظور پیشگیری از بیماری و ناتوانی ها در تمام مقاطع سنی از صفر تا ۱۰۰ سالگی بهای بسیاری میدهد.
1579, طهران, بهشت زهرا ۴۳ ساله شد – نگاهی به تاریخچه میدان توپخانه تهران – ناگفته هایی از خیابان ولیعصر تهران – مردان تهران قدیم چه می پوشیدند – مراسم ازدواج در تهران قدیم – ماه رمضان در تهران قدیم – ماجرای ورود دوچرخه به تهران – گذری بر قهوه خانه های تهران – کاخ صاحبقرانیه تهران – طیب و هیات لوطی های تهران – شکست هیتلر در تهران قدیم رقم خورد – ساختمانهای بلند تهران و تاریخچه آن – زنان و غائله نان در تهران در دوره مظفرالدین شاه – در جستجوی قدیمی ترین کتابفروشی تهران – تهران و شهردارانش ؛ از مهندس باشی تا قالیباف – تهران عصر پهلوی – تکیه دولت تهران – پرسه در تهران قدیم – بازار در تهران قدیم – آشنایی با چند محله قدیمی تهران – نماینده ای که کل حقوقش برای تاسیس بیمارستان در جنوب تهران اختصاص داد – نخستین کارخانه برق تهران چگونه شکل گرفت – میدان توپخانه در تهران قدیم – مراسم تعزیه خوانی در تهران قدیم – محدوده تهران قدیم – ماشین دودی و واگن اسبی تهران قدیم – گزارشی از تهران ۲۵۰ هزار نفری دوره ناصرالدین شاه – گدا گیری در تهران – کاخ سلطنت آباد تهران – طرح انتقال پایتخت از تهران در جنگ جهانی اول – سرنوشت اولین فرستاده های لنین به تهران – سابقه تاریخی کتابخانه ملی تهران – درشگه و گاری ها در تهران – جیره بندی نان در تهران در ۷۰ سال پیش – تهران عهد قاجار – تکیه های تاریخی تهران – پیشینه تاریخی محله دولاب تهران – بزرگداشت حماسه حسینی در تهران عصر ناصری – آلودگی هوا ی ۵۶ سال پیش تهران – ۱۰۴ سالگی فتح تهران
1580, تاریخ گزیده, تاریخ گزیده کتابی تاریخی به فارسی نوشته حمدالله مستوفی، دربردارنده تاریخ عمومی جهان از آغاز آفرینش تا زمان نوشتن آن است که در ۷۳۰ به نام غیاث الدین محمد، پسر خواجه رشیدالدین فضل‌الله تألیف شده است. نثر تاریخ گزیده، برخلاف نثر متکلف و مصنوع تاریخ وصاف و تاریخ جهانگشای، بسیار روان است. اهمیت تاریخ گزیده در اطلاعات آن از تاریخ دوران نویسنده (دوره مغول) است. در این کتاب نام افراد و شعرای همدوران نویسنده که بیشتر نامشان در تذکره‌ها نیست یاد شده است.تاریخ گزیده که از نوع تاریخ عمومی و به گونه‌ای شبیه جامع‌التواریخ است، در بخش دوازدهم از فصل چهارم، چکیده‌ای از تاریخ خانان مغول در ایران را دربر می‌گیرد.تاریخ گزیده در سال‌های ۱۳۳۹ و ۱۳۶۳ خورشیدی همراه با فهرست‌ها و حواشی به اهتمام عبدالحسین نوائی در تهران منتشر شد.
1581, سه قطره خون,سه قطره خون نوشته صادق هدایت، همچون اکثر آثار او از حالت و ویژگی خاصی برخوردار است که اگر خواننده با سبک وی در نوسیندگی مانوس باشد، دقیقا آنرا لمس می کند. مطالعه داستانهای صادق هدایت، در وهله اول خواننده را، اگر دقیق باشد، به تفکر و اندیشه برای یافتن مقصود و منظور نویسنده وامی دارد و سپس او را به دنیای بهت و حیرت می سپارد. در داستان «سه قطره خون» صادق هدایت، دست به تصویر آنچه که در مخیله اش می گذرد می زند. وی برای ترسیم آنچه که می خواهد بگوید، از جنبه های نادر زندگی و توصیف آنها مدد می جوید مثلاً: شرح آنچه که در دارالمجانین می گذرد، برداشت و تصویر دیوانه ها در رابطه با مسئولیتشان، غذایشان و نیز شرح پاره ای از صفات انسانهای ویژه با محمل گربه و نیز تصور و برداشت آدمهای عادی از دیوانه ها و تفکیک مرز بین دنیای دیوانگی به اصطلاح مردم، از دنیای معمولی و… همه و همه مورد استفاده صادق قرار می گیرند.
1582, واژه نامه بختیاری,امروزه در در هر کشور زبان خاص با لهجه های خاص و متفاوت تکلم میشود. زبان یک کشور با فرهنگ آن کشور پیوند عمیقی دارد. زبان لری به عنوان زیر مجموعه زبان های هندواروپایی با ۱۷ میلیون نفر متکلم  چهارمین زبان بزرگ خاورمیانه است. این زبان در عین سختی اش در تکلم که عامل عدم پیشرفت این زبان شده اما زبان شیرینی است.این زبان به گویش های بختیاری،فیلی،لکی،ثلاثی،کهگیلویه و بویراحمدی،کومزاری،شولی،مهکی و کلهری و… است که با لهجه های گوناگون در چهار کشور ایران،افغانستان،عراق و عمان تکلم میشود. در این کتاب ما شما را با اکثر واژه های بختیاری آشنا میکنیم.
1583, راهنمای شماره استاندارد بین المللی کتاب و موسیقی,با توجه به افزایش روزافزون انتشار کتاب و مشکلاتی که توزیع، سفارش، انبارگردانی و اطلاع رسانی کتاب در سطح جهان با آن روبرو شده بود، کم کم ناشران و کتابفروشان برآن شدند راه حلی برای مشکلات بیاندیشند. تا آن زمان ناشران برای کنترل موجودی، تامین سفارش و توزیع، از روش های مختلفی از جمله بازیابی عنوان، مولف و دیگر مشخصات کتابشناختی استفاده میکردند. اما استفاده از مشخصات کتابشناختی همیشه جوابگو نبود، برای سرعت دهی به کارها، صرفه جویی در هزینه­ها و جلوگیری از مشکلاتی که در اثر پراکندگی و تنوع منابع چاپ بوجود ناشران را بر آن داشت تا از شمارهای داخلی برای شناسایی آثارشان استفاده کنند، که بیشتر شماره های ثبت کتابها بود. اگر چه این روش خوبی بود، اما چون این شماره گذاری ها استفاده داخلی داشتند، با گسترش مبادلات وسیع کتابها در سطح ملی و بین المللی جوابگوی مشکلات نبود. بنابراین بررسی های، تعدادی از ناشران و توزیع کنندگان کتاب که از رایانه برای پردازش سفارش ها و کنترل موجودی درانبارهای کتاب استفاده می کردند، نشان داد که پیش نیاز یک نظام ماشینی کارآمد، وجود شماره ی یکتا و ساده برای شناسایی اقلام قابل انتشار است. نیز فروشگاه های کتاب فروشی اسمیت و پسران که کتاب هایشان را از انبار مرکز تهیه می کرد و همچنین یک مقام مربوط به آموزش و پرورش که کتاب های چند صد مدرسه را از انبار مرکزی کالا تهیه می کرد، اقدام به نصب سیستم کامپیوتری کردند. بعد از استفاده از کامپیوتر برای تهیه و کنترل موجودی، لزوم یک سیستم ماشینی موثر و یک شماره واحد و آسان برای کتاب­های منتشر شده بیش از پیش احساس شد. در سال ۱۹۶۷ در انگلستان یا شماره استاندارد کتاب توسط اسمیت که با استفاده از آن، دیگر بکارگیری اطلاعات کتابشناختی از قبیل عنوان، نام نویسنده و سایر مشخصات نشر . در همین زمان امریکا ­ها هم در اجرای چنین طرحی با کشور انگلیس مشارکت و همکاری کردند که توسط شرکت باوکر بسط و توسعه یافت. مسئله نیاز به یک سیستم شماره گذاری بین المللی کتاب اولین بار در سومین گردهمایی بین المللی بازار کتاب و انطباق آن با اصول منطقی تجارت کتاب در نوامبر ۱۹۶۶ که در برلین برگزار شد، مطرح گردید. در سال ۱۹۶۸ کمیته فنی مستندسازی سازمان بین المللی استاندارد، گروهی را زیر نظر موسسه استاندارد انگلستان برای تحقیق درباره امکان بسط نظام انگلیسی برای شماره گذاری در سطح بین لمللی تعیین کرد.
1584, شما از زندگی چه می خواهید؟,اکثر ما از نیازها و خواست های واقعی خود بی خبریم ، چون وقتی بچه بوده ایم به ما توجه نشده ، ما را طرد کرد ه اند یا خجالت کشیده ایم آنها را بیان کنیم . ممکن است به دلیل مصرانه و مکرر بودن ، از ما انتقاد شده باشد یا مسخره مان کرده باشند پس اگر شما هم در زندگی هر چه تلاش میکنید ولی به آن جایی که لایقش هستید نمی رسید ، اگر در زندگی روزمره خود گم شده اید ، اگر مدام ناامیدی به سراغ شما می آید و اگر…
1585, چگونه خواسته هایمان را جذب کنیم؟, تا به حال متوجه شده ای که گاهی آنچه را بدان نیاز داری ، ناگهان از جایی که انتظارش را نداری سر می رسد ؛ مانند تلفنی نامنتظر ؟ یا یکدفعه اتفاقی، کسی را در خیابان می بینی که در فکرش بوده‌ای ؟ آیا تا به حال در مورد افرادی شنیده ای که به طور مکرر درگیر مناسباتی بد می شوند و همیشه هم گله دارند که دائم همین نوع مناسبات نصیبشان می شود ؟ قانون جذب برای این دسته از آدمها هم کار می کند .در زندگی همان چیزهایی را به سوی خود جذب می کنم که انرژی و حواس و توجهم را به آن معطوف می کنم ؛ چه آن را بخواهم چه نخواهم .هر انسانی امواج خوب یا بد دارد . در واقع ما دائم در حال ارتعاش هستیم . اگر تو ذوق زده ، خرسند ، قدر دان ، شاکر یا مفتخر باشی؛ امواج مثبت بیرون می دهی و اگر عصبانی ، غمگین ، ناامید و سرخورده باشی و احساس بیهودگی ، بد بیاری یا شکست خوردگی کنی؛ امواج منفی از خودت بیرون می دهی .بسیار مهم است که با ارتعاشات خود در تماس و از آن آگاه باشی چون آنچه را از خودت ساطع می کنی؛ قانون جذب ، بیشتر از همان را به تو برمی گرداند .
